ligand,receptor,pathway,signaling_type,version
PTN,ALK,PTN,Secreted Signaling,CellChatDB v1
POSTN,ITGAV_ITGB3,PERIOSTIN,Secreted Signaling,CellChatDB v1
POSTN,ITGAV_ITGB5,PERIOSTIN,Secreted Signaling,CellChatDB v1
AGT,AGTR1,AGT,Secreted Signaling,CellChatDB v1
GRP,GRPR,GPR,Secreted Signaling,CellChatDB v1
NMB,NMBR,GPR,Secreted Signaling,CellChatDB v1
KNG1,BDKRB1,BRADYKININ,Secreted Signaling,CellChatDB v1
KNG1,BDKRB2,BRADYKININ,Secreted Signaling,CellChatDB v1
C3,C3AR1,COMPLEMENT,Secreted Signaling,CellChatDB v1
C3,CR2,COMPLEMENT,Secreted Signaling,CellChatDB v1
C3,ITGAM_ITGB2,COMPLEMENT,Secreted Signaling,CellChatDB v1
C3,ITGAX_ITGB2,COMPLEMENT,Secreted Signaling,CellChatDB v1
C4A,C3AR1,COMPLEMENT,Secreted Signaling,CellChatDB v1
C4A,CR2,COMPLEMENT,Secreted Signaling,CellChatDB v1
C5,C5AR1,COMPLEMENT,Secreted Signaling,CellChatDB v1
CCK,CCKAR,CCK,Secreted Signaling,CellChatDB v1
CCK,CCKBR,CCK,Secreted Signaling,CellChatDB v1
EDN1,EDNRA,EDN,Secreted Signaling,CellChatDB v1
EDN2,EDNRA,EDN,Secreted Signaling,CellChatDB v1
EDN3,EDNRA,EDN,Secreted Signaling,CellChatDB v1
EDN1,EDNRB,EDN,Secreted Signaling,CellChatDB v1
EDN2,EDNRB,EDN,Secreted Signaling,CellChatDB v1
EDN3,EDNRB,EDN,Secreted Signaling,CellChatDB v1
GAL,GALR1,GALANIN,Secreted Signaling,CellChatDB v1
GAL,GALR2,GALANIN,Secreted Signaling,CellChatDB v1
GAL,GALR3,GALANIN,Secreted Signaling,CellChatDB v1
GALP,GALR1,GALANIN,Secreted Signaling,CellChatDB v1
GALP,GALR2,GALANIN,Secreted Signaling,CellChatDB v1
GHRL,GHSR,GHRELIN,Secreted Signaling,CellChatDB v1
KISS1,KISS1R,KISS1,Secreted Signaling,CellChatDB v1
POMC,MC1R,MELANOCORTIN,Secreted Signaling,CellChatDB v1
POMC,MC2R,MELANOCORTIN,Secreted Signaling,CellChatDB v1
POMC,MC3R,MELANOCORTIN,Secreted Signaling,CellChatDB v1
POMC,MC4R,MELANOCORTIN,Secreted Signaling,CellChatDB v1
POMC,MC5R,MELANOCORTIN,Secreted Signaling,CellChatDB v1
NMU,NMUR1,NMU,Secreted Signaling,CellChatDB v1
NMU,NMUR2,NMU,Secreted Signaling,CellChatDB v1
NMS,NMUR1,NMU,Secreted Signaling,CellChatDB v1
NMS,NMUR2,NMU,Secreted Signaling,CellChatDB v1
NPFF,NPFFR1,NPFF,Secreted Signaling,CellChatDB v1
NPFF,NPFFR2,NPFF,Secreted Signaling,CellChatDB v1
NPY,NPY1R,NPY,Secreted Signaling,CellChatDB v1
NPY,NPY2R,NPY,Secreted Signaling,CellChatDB v1
NPY,NPY4R,NPY,Secreted Signaling,CellChatDB v1
NPY,NPY5R,NPY,Secreted Signaling,CellChatDB v1
NPY,NPY6R,NPY,Secreted Signaling,CellChatDB v1
NPY,GPR83,NPY,Secreted Signaling,CellChatDB v1
PPY,NPY1R,NPY,Secreted Signaling,CellChatDB v1
PPY,NPY2R,NPY,Secreted Signaling,CellChatDB v1
PPY,NPY4R,NPY,Secreted Signaling,CellChatDB v1
PPY,NPY5R,NPY,Secreted Signaling,CellChatDB v1
PPY,NPY6R,NPY,Secreted Signaling,CellChatDB v1
PPY,GPR83,NPY,Secreted Signaling,CellChatDB v1
PYY,NPY1R,NPY,Secreted Signaling,CellChatDB v1
PYY,NPY2R,NPY,Secreted Signaling,CellChatDB v1
PYY,NPY4R,NPY,Secreted Signaling,CellChatDB v1
PYY,NPY5R,NPY,Secreted Signaling,CellChatDB v1
PYY,NPY6R,NPY,Secreted Signaling,CellChatDB v1
PYY,GPR83,NPY,Secreted Signaling,CellChatDB v1
NPB,NPBWR1,NPW-B,Secreted Signaling,CellChatDB v1
NPW,NPBWR1,NPW-B,Secreted Signaling,CellChatDB v1
NTS,NTSR1,NTS,Secreted Signaling,CellChatDB v1
NTS,NTSR2,NTS,Secreted Signaling,CellChatDB v1
PDYN,OPRD1,OPIOID,Secreted Signaling,CellChatDB v1
PDYN,OPRK1,OPIOID,Secreted Signaling,CellChatDB v1
PDYN,OPRL1,OPIOID,Secreted Signaling,CellChatDB v1
PDYN,OPRM1,OPIOID,Secreted Signaling,CellChatDB v1
PENK,OPRD1,OPIOID,Secreted Signaling,CellChatDB v1
PENK,OPRK1,OPIOID,Secreted Signaling,CellChatDB v1
PENK,OPRL1,OPIOID,Secreted Signaling,CellChatDB v1
PENK,OPRM1,OPIOID,Secreted Signaling,CellChatDB v1
POMC,OPRD1,OPIOID,Secreted Signaling,CellChatDB v1
POMC,OPRK1,OPIOID,Secreted Signaling,CellChatDB v1
POMC,OPRL1,OPIOID,Secreted Signaling,CellChatDB v1
POMC,OPRM1,OPIOID,Secreted Signaling,CellChatDB v1
HCRT,HCRTR1,HCRT,Secreted Signaling,CellChatDB v1
HCRT,HCRTR2,HCRT,Secreted Signaling,CellChatDB v1
OXT,OXTR,OXT,Secreted Signaling,CellChatDB v1
SST,SSTR1,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
SST,SSTR2,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
SST,SSTR3,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
SST,SSTR4,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
SST,SSTR5,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
CORT,SSTR1,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
CORT,SSTR2,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
CORT,SSTR3,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
CORT,SSTR4,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
CORT,SSTR5,SOMATOSTATIN,Secreted Signaling,CellChatDB v1
TAC1,TACR1,TAC,Secreted Signaling,CellChatDB v1
TAC4,TACR1,TAC,Secreted Signaling,CellChatDB v1
TAC1,TACR2,TAC,Secreted Signaling,CellChatDB v1
TAC3,TACR3,TAC,Secreted Signaling,CellChatDB v1
UTS2,UTS2R,UTS2,Secreted Signaling,CellChatDB v1
AVP,AVPR2,AVP,Secreted Signaling,CellChatDB v1
AVP,AVPR1A,AVP,Secreted Signaling,CellChatDB v1
AVP,AVPR1B,AVP,Secreted Signaling,CellChatDB v1
PRLH,PRLHR,PRLH,Secreted Signaling,CellChatDB v1
PRSS3,F2R,PARs,Secreted Signaling,CellChatDB v1
CTSG,F2R,PARs,Secreted Signaling,CellChatDB v1
F2,F2R,PARs,Secreted Signaling,CellChatDB v1
PLG,F2R,PARs,Secreted Signaling,CellChatDB v1
GZMA,F2R,PARs,Secreted Signaling,CellChatDB v1
PRSS2,F2R,PARs,Secreted Signaling,CellChatDB v1
PRSS1,F2R,PARs,Secreted Signaling,CellChatDB v1
PRSS3,F2RL1,PARs,Secreted Signaling,CellChatDB v1
CTSG,F2RL1,PARs,Secreted Signaling,CellChatDB v1
F2,F2RL1,PARs,Secreted Signaling,CellChatDB v1
PLG,F2RL1,PARs,Secreted Signaling,CellChatDB v1
GZMA,F2RL1,PARs,Secreted Signaling,CellChatDB v1
PRSS2,F2RL1,PARs,Secreted Signaling,CellChatDB v1
PRSS1,F2RL1,PARs,Secreted Signaling,CellChatDB v1
PRSS3,F2RL2,PARs,Secreted Signaling,CellChatDB v1
CTSG,F2RL2,PARs,Secreted Signaling,CellChatDB v1
F2,F2RL2,PARs,Secreted Signaling,CellChatDB v1
PLG,F2RL2,PARs,Secreted Signaling,CellChatDB v1
GZMA,F2RL2,PARs,Secreted Signaling,CellChatDB v1
PRSS2,F2RL2,PARs,Secreted Signaling,CellChatDB v1
PRSS1,F2RL2,PARs,Secreted Signaling,CellChatDB v1
PRSS3,F2RL3,PARs,Secreted Signaling,CellChatDB v1
CTSG,F2RL3,PARs,Secreted Signaling,CellChatDB v1
F2,F2RL3,PARs,Secreted Signaling,CellChatDB v1
GZMA,F2RL3,PARs,Secreted Signaling,CellChatDB v1
PLG,F2RL3,PARs,Secreted Signaling,CellChatDB v1
PRSS2,F2RL3,PARs,Secreted Signaling,CellChatDB v1
PRSS1,F2RL3,PARs,Secreted Signaling,CellChatDB v1
PRSS3,PARD3,PARs,Secreted Signaling,CellChatDB v1
CTSG,PARD3,PARs,Secreted Signaling,CellChatDB v1
F2,PARD3,PARs,Secreted Signaling,CellChatDB v1
GZMA,PARD3,PARs,Secreted Signaling,CellChatDB v1
PLG,PARD3,PARs,Secreted Signaling,CellChatDB v1
PRSS2,PARD3,PARs,Secreted Signaling,CellChatDB v1
PRSS1,PARD3,PARs,Secreted Signaling,CellChatDB v1
PMCH,MCHR1,PMCH,Secreted Signaling,CellChatDB v1
PROK1,PROKR2,PROK,Secreted Signaling,CellChatDB v1
PROK1,PROKR1,PROK,Secreted Signaling,CellChatDB v1
PROK2,PROKR1,PROK,Secreted Signaling,CellChatDB v1
PROK2,PROKR2,PROK,Secreted Signaling,CellChatDB v1
ADCYAP1,ADCYAP1R1,PACAP,Secreted Signaling,CellChatDB v1
VIP,VIPR1,VIP,Secreted Signaling,CellChatDB v1
VIP,VIPR2,VIP,Secreted Signaling,CellChatDB v1
NPPA,NPR 1.00,NPR 1.00,Secreted Signaling,CellChatDB v1
NPPB,NPR 1.00,NPR 1.00,Secreted Signaling,CellChatDB v1
NPPC,NPR 2.00,NPR 2.00,Secreted Signaling,CellChatDB v1
KITLG,KIT,KIT,Secreted Signaling,CellChatDB v1
GCG,GIPR,GIPR,Secreted Signaling,CellChatDB v1
GIP,GIPR,GIPR,Secreted Signaling,CellChatDB v1
FSHB,FSHR,FSH,Secreted Signaling,CellChatDB v1
CGA,FSHR,FSH,Secreted Signaling,CellChatDB v1
LHB,LHCGR,LHB,Secreted Signaling,CellChatDB v1
CGA,LHCGR,LHB,Secreted Signaling,CellChatDB v1
TSHB,TSHR,TSH,Secreted Signaling,CellChatDB v1
CGA,TSHR,TSH,Secreted Signaling,CellChatDB v1
BDNF,NTRK2,NT,Secreted Signaling,CellChatDB v1
NGF,NTRK1,NT,Secreted Signaling,CellChatDB v1
FLT3LG,FLT3,FLT3,Secreted Signaling,CellChatDB v1
HGF,MET,HGF,Secreted Signaling,CellChatDB v1
KLK3,NTRK1,NT,Secreted Signaling,CellChatDB v1
NTF3,NTRK1,NT,Secreted Signaling,CellChatDB v1
NTF3,NTRK2,NT,Secreted Signaling,CellChatDB v1
NTF3,NTRK3,NT,Secreted Signaling,CellChatDB v1
NTF4,NTRK2,NT,Secreted Signaling,CellChatDB v1
SEMA3A,NRP1_PLXNA1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3A,NRP1_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3A,PLXNA3_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3A,PLXNA4_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,NRP1_PLXNA1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,NRP1_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,PLXNA3_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,PLXNA4_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,NRP1_PLXNA1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,NRP1_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,PLXNA3_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,PLXNA4_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,NRP1_PLXNA1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,NRP1_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,PLXNA3_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,PLXNA4_NRP1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,PLXNA1_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,NRP2_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,PLXNA3_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3B,PLXNA4_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,PLXNA1_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,NRP2_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,PLXNA3_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,PLXNA4_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,PLXNA1_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,NRP2_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,PLXNA3_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3D,PLXNA4_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3F,PLXNA1_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3F,NRP2_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3F,PLXNA3_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3F,PLXNA4_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3G,PLXNA1_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3G,NRP2_PLXNA2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3G,PLXNA3_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3G,PLXNA4_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,NRP1_PLXND1_NRP2,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3C,PLXND1,SEMA3,Secreted Signaling,CellChatDB v1
SEMA3E,PLXND1,SEMA3,Secreted Signaling,CellChatDB v1
ADM,CALCR,CALCR,Secreted Signaling,CellChatDB v1
ADM,CALCRL,CALCR,Secreted Signaling,CellChatDB v1
AGT,MAS1,AGT,Secreted Signaling,CellChatDB v1
ANXA1,FPR2,ANNEXIN,Secreted Signaling,CellChatDB v1
ANXA1,FPR1,ANNEXIN,Secreted Signaling,CellChatDB v1
APELA,APLNR,APJ,Secreted Signaling,CellChatDB v1
CALCA,CALCR,CALCR,Secreted Signaling,CellChatDB v1
CALCA,CALCRL,CALCR,Secreted Signaling,CellChatDB v1
CALCB,CALCR,CALCR,Secreted Signaling,CellChatDB v1
CALCB,CALCRL,CALCR,Secreted Signaling,CellChatDB v1
CRH,CRHR1,CRH,Secreted Signaling,CellChatDB v1
CRH,CRHR2,CRH,Secreted Signaling,CellChatDB v1
ENHO,GPR19,ENHO,Secreted Signaling,CellChatDB v1
GAS6,AXL,GAS,Secreted Signaling,CellChatDB v1
GAS6,MERTK,GAS,Secreted Signaling,CellChatDB v1
GAS6,TYRO3,GAS,Secreted Signaling,CellChatDB v1
GCG,GCGR,GCG,Secreted Signaling,CellChatDB v1
GCG,GLP1R,GCG,Secreted Signaling,CellChatDB v1
GCG,GLP2R,GCG,Secreted Signaling,CellChatDB v1
GH1,PRLR,GH,Secreted Signaling,CellChatDB v1
GHRH,VIPR1,GHRH,Secreted Signaling,CellChatDB v1
GHRH,VIPR2,GHRH,Secreted Signaling,CellChatDB v1
GHRH,GHSR,GHRH,Secreted Signaling,CellChatDB v1
GHRH,GHRHR,GHRH,Secreted Signaling,CellChatDB v1
GNRH1,GNRHR,GNRH,Secreted Signaling,CellChatDB v1
GRN,SORT1,GRN,Secreted Signaling,CellChatDB v1
GUCA2A,GUCY2C,GUCA,Secreted Signaling,CellChatDB v1
GUCA2B,GUCY2C,GUCA,Secreted Signaling,CellChatDB v1
IAPP,CALCR,CALCR,Secreted Signaling,CellChatDB v1
IAPP,CALCRL,CALCR,Secreted Signaling,CellChatDB v1
INSL3,RXFP2,RLN,Secreted Signaling,CellChatDB v1
INSL3,RXFP1,RLN,Secreted Signaling,CellChatDB v1
INSL3,RXFP4,RLN,Secreted Signaling,CellChatDB v1
INSL3,RXFP3,RLN,Secreted Signaling,CellChatDB v1
INSL5,RXFP4,RLN,Secreted Signaling,CellChatDB v1
INSL5,RXFP3,RLN,Secreted Signaling,CellChatDB v1
INSL5,RXFP2,RLN,Secreted Signaling,CellChatDB v1
INSL5,RXFP1,RLN,Secreted Signaling,CellChatDB v1
LEP,LEPR,LEP,Secreted Signaling,CellChatDB v1
LGALS9,PTPRC,GALECTIN,Secreted Signaling,CellChatDB v1
NPS,NPSR1,NPS,Secreted Signaling,CellChatDB v1
NPVF,NPFFR1,NPVF,Secreted Signaling,CellChatDB v1
NPVF,NPFFR2,NPVF,Secreted Signaling,CellChatDB v1
OSTN,NPR 3.00,OSTN,Secreted Signaling,CellChatDB v1
PMCH,MERTK,PMCH,Secreted Signaling,CellChatDB v1
PROS1,AXL,PROS,Secreted Signaling,CellChatDB v1
PROS1,TYRO3,PROS,Secreted Signaling,CellChatDB v1
PSAP,GPR37L1,PSAP,Secreted Signaling,CellChatDB v1
PSAP,GPR37,PSAP,Secreted Signaling,CellChatDB v1
PTH,PTH1R,PTH,Secreted Signaling,CellChatDB v1
PTH,PTH2R,PTH,Secreted Signaling,CellChatDB v1
PTH2,PTH1R,PTH,Secreted Signaling,CellChatDB v1
PTH2,PTH2R,PTH,Secreted Signaling,CellChatDB v1
PTHLH,PTH1R,PTH,Secreted Signaling,CellChatDB v1
QRFP,QRFPR,QRFP,Secreted Signaling,CellChatDB v1
RARRES2,GPR1,CHEMERIN,Secreted Signaling,CellChatDB v1
RARRES2,CMKLR1,CHEMERIN,Secreted Signaling,CellChatDB v1
RLN1,RXFP2,RLN,Secreted Signaling,CellChatDB v1
RLN1,RXFP1,RLN,Secreted Signaling,CellChatDB v1
RLN1,RXFP3,RLN,Secreted Signaling,CellChatDB v1
RLN1,RXFP4,RLN,Secreted Signaling,CellChatDB v1
RLN3,RXFP3,RLN,Secreted Signaling,CellChatDB v1
RLN3,RXFP1,RLN,Secreted Signaling,CellChatDB v1
RLN3,RXFP4,RLN,Secreted Signaling,CellChatDB v1
RLN3,RXFP2,RLN,Secreted Signaling,CellChatDB v1
SAA1,FPR2,SAA,Secreted Signaling,CellChatDB v1
SCGB3A2,MARCO,UGRP1,Secreted Signaling,CellChatDB v1
SCT,SCTR,SCT,Secreted Signaling,CellChatDB v1
SLURP1,CHRNB1,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNB2,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNB3,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNB4,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA1,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA2,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA3,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA4,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA5,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA6,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA9,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA10,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRND,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNE,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNG,SLURP,Secreted Signaling,CellChatDB v1
SLURP1,CHRNA7,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNB1,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNB2,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNB3,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNB4,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA1,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA2,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA3,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA4,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA5,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA6,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA7,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA9,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNA10,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRND,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNE,SLURP,Secreted Signaling,CellChatDB v1
SLURP2,CHRNG,SLURP,Secreted Signaling,CellChatDB v1
BTLA,TNFRSF14,BTLA,Secreted Signaling,CellChatDB v1
TRH,TRHR,TRH,Secreted Signaling,CellChatDB v1
UCN,CRHR1,UCN,Secreted Signaling,CellChatDB v1
UCN,CRHR2,UCN,Secreted Signaling,CellChatDB v1
UCN2,CRHR1,UCN,Secreted Signaling,CellChatDB v1
UCN2,CRHR2,UCN,Secreted Signaling,CellChatDB v1
UCN3,CRHR1,UCN,Secreted Signaling,CellChatDB v1
UCN3,CRHR2,UCN,Secreted Signaling,CellChatDB v1
UTS2B,UTS2R,UROTENSIN,Secreted Signaling,CellChatDB v1
UTS2B,SSTR5,UROTENSIN,Secreted Signaling,CellChatDB v1
BAG6,NCR3,BAG,Secreted Signaling,CellChatDB v1
LGALS9,HAVCR2,GALECTIN,Secreted Signaling,CellChatDB v1
LGALS9,CD44,GALECTIN,Secreted Signaling,CellChatDB v1
COL1A1,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL1A2,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL2A1,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A1,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A2,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A3,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A4,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A5,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A6,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A1,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A2,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A3,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A5,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A6,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL9A1,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL9A2,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL9A3,ITGB1_ITGA1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL1A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL1A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL2A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A3,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A4,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A5,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL4A6,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A3,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A5,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL6A6,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL9A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL9A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
COL9A3,ITGA2_ITGB1,COLLAGEN,ECM-Receptor,CellChatDB v1
FN1,ITGA3_ITGB1,FN1,ECM-Receptor,CellChatDB v1
FN1,ITGA4_ITGB1,FN1,ECM-Receptor,CellChatDB v1
FN1,ITGA5_ITGB1,FN1,ECM-Receptor,CellChatDB v1
FN1,ITGA8_ITGB1,FN1,ECM-Receptor,CellChatDB v1
LAMA1,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA2,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA3,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA4,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA5,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB1,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB2,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB3,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC1,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC2,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC3,ITGB1_ITGA1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA1,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA2,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA3,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA4,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA5,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB1,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB2,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB3,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC1,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC2,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC3,ITGA2_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
CHAD,ITGA2_ITGB1,CHAD,ECM-Receptor,CellChatDB v1
LAMA1,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA2,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA3,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA4,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMA5,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB1,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB2,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMB3,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC1,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
LAMC2,ITGA3_ITGB1,LAMININ,ECM-Receptor,CellChatDB v1
